Ambient Temperature(C): 23.8
Ambient Pressure(in Hg): 
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)
230.30	24.40	24.00	38.10	1.80	0.00
230.40	24.40	24.00	38.30	1.80	0.00
230.50	24.50	23.90	38.30	1.50	0.00
230.60	24.40	23.90	38.30	1.50	0.00
230.70	24.40	23.90	38.00	1.50	0.00
230.80	24.60	23.90	37.80	1.50	0.00
230.90	24.60	24.00	38.40	1.50	0.00
231.00	24.60	23.90	38.00	2.20	0.00
231.10	24.60	23.90	38.10	1.60	0.00
231.20	24.50	23.90	38.30	1.80	0.00
231.30	24.50	23.90	38.30	1.80	0.00
231.40	24.50	23.80	37.80	1.80	0.00
231.50	24.60	24.00	37.80	1.80	0.00
231.60	24.60	24.00	37.80	1.90	0.00
231.70	24.50	23.90	38.30	1.60	0.00
231.80	24.60	24.00	38.30	2.10	0.00
231.90	24.60	23.80	37.80	1.90	0.00
232.00	24.60	23.80	38.30	1.80	0.00
232.10	24.40	24.00	38.00	1.80	0.00
232.20	24.40	24.00	38.10	1.60	0.00
232.30	24.50	23.90	37.60	1.60	0.00
232.40	24.60	24.00	37.60	1.60	0.00
232.50	24.60	24.00	38.10	1.60	0.00
232.60	24.60	23.90	38.00	1.80	0.00
232.70	24.60	23.90	38.10	2.10	0.00
232.80	24.50	24.10	38.10	1.80	0.00
232.90	24.60	23.90	38.00	1.90	0.00
233.00	24.60	23.90	38.00	1.90	0.00
233.10	24.40	24.00	37.60	2.10	0.00
233.20	24.40	23.90	38.00	2.20	0.00
233.30	24.40	23.90	38.00	2.20	0.00
233.40	24.60	24.10	38.10	2.10	0.00
233.50	24.50	24.00	37.80	1.90	0.00
233.60	24.50	24.00	38.00	2.20	0.00
233.70	24.50	23.90	38.00	1.80	0.00
233.80	24.50	23.90	37.80	2.10	0.00
233.90	24.50	23.90	38.10	2.10	0.00
234.00	24.50	24.00	38.00	1.80	0.00
234.10	24.70	24.10	38.10	2.10	0.00
234.20	24.70	24.10	38.10	2.10	0.00
234.30	24.60	24.00	38.10	1.80	0.00
234.40	24.60	24.10	38.30	1.90	0.00
234.50	24.60	24.10	38.10	2.40	0.00
234.60	24.70	24.00	38.00	2.20	0.00
234.70	24.60	24.00	38.30	1.90	0.00
234.80	24.60	24.00	37.80	1.80	0.00
234.90	24.60	24.00	38.00	2.10	0.00
235.00	24.50	24.00	37.50	1.90	0.00
235.10	24.50	24.00	37.50	1.90	0.00
235.20	24.60	24.00	38.00	2.20	0.00
235.30	24.50	24.10	38.00	1.90	0.00
235.40	24.50	24.10	38.00	1.80	0.00
235.50	24.50	24.00	37.30	1.90	0.00
235.60	24.50	24.00	38.10	1.90	0.00
235.70	24.50	23.90	38.00	2.20	0.00
235.80	24.50	23.90	38.00	2.10	0.00
235.90	24.40	24.00	38.00	2.10	0.00
236.00	24.40	24.00	37.80	1.60	0.00
236.10	24.40	24.00	37.50	1.90	0.00
236.20	24.50	24.00	38.60	1.80	0.00
236.30	24.50	24.10	37.80	2.10	0.00
236.40	24.50	24.10	38.00	2.10	0.00
236.50	24.40	24.10	37.60	2.40	0.00
236.60	24.60	24.10	38.00	2.20	0.00
236.70	24.70	24.10	38.40	2.20	0.00
236.80	24.70	24.10	38.40	2.20	0.00
236.90	24.30	24.00	37.80	2.10	0.00
237.00	24.30	24.00	38.30	1.90	0.00
237.10	24.60	24.20	38.30	1.90	0.00
237.20	24.60	24.10	37.80	1.90	0.00
237.30	24.60	24.10	37.60	2.20	0.00
237.40	24.60	24.10	38.00	2.50	0.00
237.50	24.50	24.00	37.80	2.10	0.00
237.60	24.50	24.00	37.80	2.70	0.00
237.70	24.60	24.10	37.80	2.70	0.00
237.80	24.50	24.20	37.80	2.20	0.00
237.90	24.50	24.20	37.50	2.20	0.00
238.00	24.60	24.10	38.00	2.20	0.00
238.10	24.50	24.10	37.60	2.20	0.00
238.20	24.50	24.10	38.10	2.80	0.00
238.30	24.50	24.00	37.60	1.80	0.00
238.40	24.50	24.00	38.00	2.10	0.00
238.50	24.50	24.10	37.60	2.40	0.00
238.60	24.30	24.20	37.60	2.40	0.00
238.70	24.30	24.20	37.50	2.10	0.00
238.80	24.40	24.00	37.60	2.10	0.00
238.90	24.40	24.10	38.00	3.00	0.00
239.00	24.40	24.10	37.60	2.40	0.00
239.10	24.60	24.30	38.00	2.50	0.00
239.20	24.40	24.00	37.60	2.20	0.00
239.30	24.40	24.00	38.10	2.10	0.00
239.40	24.60	24.20	37.60	2.20	0.00
239.50	24.40	24.20	37.60	2.20	0.00
239.60	24.40	24.20	37.80	2.70	0.00
239.70	24.50	24.10	37.50	2.50	0.00
239.80	24.50	24.10	38.00	2.50	0.00
239.90	24.30	24.10	37.80	2.20	0.00
240.00	24.30	23.90	37.30	2.20	0.00
240.10	24.30	23.90	38.00	1.90	0.00
240.20	24.60	24.10	38.10	2.50	0.00
240.30	24.40	24.10	37.60	2.10	0.00
240.40	24.40	24.10	37.60	2.10	0.00
240.50	24.50	24.20	38.00	2.70	0.00
240.60	24.50	24.10	37.60	2.40	0.00
240.70	24.50	24.10	37.60	2.20	0.00
240.80	24.50	24.20	37.80	2.20	0.00
240.90	24.50	24.20	38.10	2.20	0.00
241.00	24.50	24.20	37.60	2.40	0.00
241.10	24.50	24.10	37.80	2.20	0.00
241.20	24.50	24.10	38.00	2.70	0.00
241.30	24.50	24.10	38.00	2.70	0.00
241.40	24.30	24.10	37.50	2.40	0.00
241.50	24.30	24.10	38.00	2.40	0.00
241.60	24.60	24.30	37.60	2.20	0.00
241.70	24.40	24.10	37.60	2.10	0.00
241.80	24.40	24.10	38.10	2.40	0.00
241.90	24.60	24.30	37.50	2.40	0.00
242.00	24.50	24.20	37.80	2.40	0.00
242.10	24.50	24.20	38.00	2.40	0.00
242.20	24.50	24.20	38.00	2.40	0.00
242.30	24.50	24.20	37.60	2.20	0.00
242.40	24.50	24.20	37.60	2.20	0.00
242.50	24.50	24.20	37.80	2.20	0.00
242.60	24.50	24.20	38.00	2.40	0.00
242.70	24.50	24.20	37.60	2.50	0.00
242.80	24.50	24.00	37.50	2.70	0.00
242.90	24.50	24.00	37.80	2.50	0.00
243.00	24.50	24.10	37.60	2.10	0.00
243.10	24.50	24.10	37.60	2.80	0.00
243.20	24.60	24.20	38.00	2.40	0.00
243.30	24.50	24.20	37.80	2.50	0.00
243.40	24.50	24.20	37.50	2.50	0.00
243.50	24.50	24.20	37.50	2.70	0.00
243.60	24.60	24.10	38.10	2.70	0.00
243.70	24.60	24.10	37.60	2.40	0.00
243.80	24.70	24.30	37.30	2.70	0.00
243.90	24.70	24.30	37.50	2.40	0.00
244.00	24.40	24.20	38.00	2.40	0.00
244.10	24.30	24.10	37.60	3.00	0.00
244.20	24.50	24.10	37.80	2.70	0.00
244.30	24.50	24.10	37.50	2.80	0.00
244.40	24.30	24.10	37.60	2.40	0.00
244.50	24.60	24.30	37.80	2.70	0.00
244.60	24.60	24.30	37.80	2.50	0.00
244.70	24.60	24.30	37.50	2.50	0.00
244.80	24.50	24.30	37.50	2.50	0.00
244.90	24.50	24.30	38.00	2.40	0.00
245.00	24.50	24.10	37.50	2.20	0.00
245.10	24.50	24.10	37.60	2.50	0.00
245.20	24.50	24.10	37.20	2.40	0.00
245.30	24.50	24.20	37.30	3.00	0.00
245.40	24.50	24.30	37.60	2.40	0.00
245.50	24.50	24.30	37.80	2.50	0.00
245.60	24.50	24.20	38.10	2.50	0.00
245.70	24.60	24.20	38.10	2.50	0.00
245.80	24.60	24.20	37.50	2.70	0.00
245.90	24.50	24.20	37.30	2.80	0.00
246.00	24.40	24.20	37.60	2.70	0.00
246.10	24.40	24.20	38.10	2.50	0.00
246.20	24.50	24.20	37.80	3.00	0.00
246.30	24.60	24.20	37.80	3.00	0.00
246.40	24.60	24.20	37.50	2.80	0.00
246.50	24.60	24.10	37.80	2.50	0.00
246.60	24.50	24.10	37.80	2.50	0.00
246.70	24.50	24.10	37.60	2.80	0.00
246.80	24.50	24.20	37.50	2.80	0.00
246.90	24.40	24.20	37.60	2.50	0.00
247.00	24.40	24.20	37.80	2.70	0.00
247.10	24.40	24.10	37.60	3.00	0.00
247.20	24.60	24.20	37.50	2.80	0.00
247.30	24.60	24.20	38.00	2.50	0.00
247.40	24.50	24.10	37.20	2.70	0.00
247.50	24.60	24.20	37.20	2.70	0.00
247.60	24.50	24.20	37.60	2.80	0.00
247.70	24.50	24.20	37.30	2.70	0.00
247.80	24.50	24.10	37.50	2.80	0.00
247.90	24.60	24.30	38.00	2.50	0.00
248.00	24.60	24.30	37.30	2.70	0.00
248.10	24.50	24.20	37.50	2.70	0.00
248.20	24.40	24.20	37.50	2.70	0.00
248.30	24.40	24.20	37.60	3.00	0.00
248.40	24.70	24.30	37.60	3.00	0.00
248.50	24.70	24.30	37.80	2.70	0.00
248.60	24.50	24.20	37.50	2.50	0.00
248.70	24.60	24.20	37.20	2.80	0.00
248.80	24.60	24.20	37.50	3.00	0.00
248.90	24.50	24.30	37.50	2.80	0.00
249.00	24.50	24.30	37.50	2.80	0.00
249.10	24.60	24.30	37.30	2.80	0.00
249.20	24.50	24.20	37.60	2.80	0.00
249.30	24.50	24.30	37.60	2.80	0.00
249.40	24.50	24.30	37.30	2.70	0.00
249.50	24.40	24.20	37.80	2.80	0.00
249.60	24.70	24.20	37.30	2.50	0.00
249.70	24.70	24.20	37.50	2.70	0.00
249.80	24.50	24.30	37.60	3.00	0.00
249.90	24.50	24.20	37.20	3.20	0.00
250.00	24.50	24.20	37.30	2.50	0.00
250.10	24.50	24.30	37.50	2.70	0.00
250.20	24.50	24.20	37.20	3.00	0.00
250.30	24.70	24.30	38.00	3.00	0.00
250.40	24.70	24.30	37.00	2.70	0.00
250.50	24.40	24.30	37.50	3.50	0.00
250.60	24.50	24.30	37.50	3.20	0.00
250.70	24.50	24.30	37.20	2.50	0.00
250.80	24.50	24.30	37.60	3.00	0.00
250.90	24.50	24.30	37.30	3.00	0.00
251.00	24.50	24.40	37.30	3.00	0.00
251.10	24.50	24.20	37.80	2.50	0.00
251.20	24.50	24.20	37.30	3.00	0.00
251.30	24.50	24.30	37.30	3.50	0.00
251.40	24.60	24.30	37.50	3.00	0.00
251.50	24.60	24.30	37.80	3.30	0.00
251.60	24.40	24.30	37.50	3.00	0.00
251.70	24.40	24.30	37.50	3.20	0.00
251.80	24.60	24.30	37.30	3.00	0.00
251.90	24.50	24.30	37.30	3.00	0.00
252.00	24.50	24.30	37.00	3.50	0.00
252.10	24.60	24.50	37.30	2.80	0.00
252.20	24.50	24.20	37.20	3.00	0.00
252.30	24.50	24.20	37.50	3.30	0.00
252.40	24.50	24.30	37.50	2.80	0.00
252.50	24.50	24.30	37.50	3.20	0.00
252.60	24.60	24.20	37.50	2.80	0.00
252.70	24.40	24.30	37.20	3.00	0.00
252.80	24.40	24.30	37.20	3.00	0.00
252.90	24.60	24.30	37.50	3.00	0.00
253.00	24.30	24.30	37.30	3.00	0.00
253.10	24.30	24.30	37.60	3.30	0.00
253.20	24.40	24.30	37.30	3.20	0.00
253.30	24.50	24.30	37.20	3.00	0.00
253.40	24.60	24.50	37.50	3.30	0.00
253.50	24.60	24.50	37.60	3.00	0.00
253.60	24.70	24.40	37.60	3.20	0.00
253.70	24.70	24.40	37.60	3.20	0.00
253.80	24.50	24.40	37.00	3.20	0.00
253.90	24.50	24.30	37.50	3.50	0.00
254.00	24.50	24.30	37.60	3.60	0.00
254.10	24.60	24.40	37.50	2.80	0.00
254.20	24.40	24.30	37.20	3.20	0.00
254.30	24.40	24.30	37.50	3.20	0.00
254.40	24.60	24.40	36.90	3.20	0.00
254.50	24.40	24.30	37.60	3.20	0.00
254.60	24.40	24.30	37.30	3.60	0.00
254.70	24.50	24.30	37.20	3.20	0.00
254.80	24.50	24.40	37.60	3.00	0.00
254.90	24.50	24.40	37.20	3.20	0.00
255.00	24.50	24.30	37.80	3.00	0.00
255.10	24.40	24.30	37.80	3.20	0.00
255.20	24.40	24.30	36.60	3.20	0.00
255.30	24.50	24.30	37.20	3.20	0.00
255.40	24.60	24.40	37.30	3.50	0.00
255.50	24.60	24.40	37.50	3.50	0.00
255.60	24.30	24.20	37.20	3.00	0.00
255.70	24.40	24.40	37.20	3.60	0.00
255.80	24.40	24.40	37.30	3.00	0.00
255.90	24.50	24.30	36.90	3.30	0.00
256.00	24.50	24.30	37.30	3.00	0.00
256.10	24.50	24.30	37.30	3.50	0.00
256.20	24.60	24.40	37.20	3.60	0.00
256.30	24.60	24.40	37.20	3.60	0.00
256.40	24.60	24.50	37.20	3.30	0.00
256.50	24.50	24.40	37.50	3.50	0.00
256.60	24.50	24.40	37.00	3.30	0.00
256.70	24.60	24.40	36.90	3.30	0.00
256.80	24.50	24.50	37.50	3.50	0.00
256.90	24.50	24.50	36.60	3.20	0.00
257.00	24.50	24.40	37.30	3.30	0.00
257.10	24.50	24.40	37.50	2.80	0.00
257.20	24.50	24.40	37.50	2.80	0.00
257.30	24.60	24.40	37.20	3.50	0.00
257.40	24.50	24.20	37.00	3.20	0.00
257.50	24.50	24.20	37.20	3.30	0.00
257.60	24.40	24.40	37.30	3.20	0.00
257.70	24.70	24.40	36.90	3.20	0.00
257.80	24.70	24.40	37.30	3.20	0.00
257.90	24.50	24.30	37.20	3.30	0.00
258.00	24.50	24.40	37.00	3.30	0.00
258.10	24.50	24.40	37.00	3.30	0.00
258.20	24.40	24.40	37.50	3.50	0.00
258.30	24.70	24.50	37.30	3.60	0.00
258.40	24.40	24.30	37.30	2.80	0.00
258.50	24.40	24.30	37.50	3.50	0.00
258.60	24.40	24.30	36.90	3.60	0.00
258.70	24.40	24.30	36.10	3.50	0.00
258.80	24.50	24.40	37.30	2.80	0.00
258.90	24.60	24.40	37.00	3.50	0.00
259.00	24.60	24.40	37.00	3.50	0.00
259.10	24.40	24.50	37.20	3.50	0.00
259.20	24.50	24.50	36.90	3.50	0.00
259.30	24.50	24.50	37.00	3.50	0.00
259.40	24.30	24.40	36.90	3.80	0.00
259.50	24.30	24.40	37.20	3.60	0.00
259.60	24.60	24.40	37.00	3.50	0.00
259.70	24.40	24.40	37.00	3.60	0.00
259.80	24.40	24.40	37.00	3.50	0.00
259.90	24.40	24.40	37.00	3.50	0.00
260.00	24.60	24.40	37.00	3.80	0.00
260.10	24.60	24.40	37.00	3.60	0.00
260.20	24.60	24.60	37.00	3.60	0.00
260.30	24.50	24.40	37.00	3.50	0.00
260.40	24.50	24.40	37.00	3.50	0.00
260.50	24.40	24.50	37.20	3.90	0.00
260.60	24.60	24.60	36.90	3.90	0.00
260.70	24.60	24.60	37.20	3.60	0.00
260.80	24.50	24.50	37.20	3.60	0.00
260.90	24.50	24.40	37.30	3.80	0.00
261.00	24.50	24.40	36.90	3.60	0.00
261.10	24.50	24.50	37.20	3.80	0.00
261.20	24.60	24.50	36.90	3.90	0.00
261.30	24.60	24.50	37.30	3.50	0.00
261.40	24.60	24.40	36.90	3.60	0.00
261.50	24.70	24.50	37.20	3.60	0.00
261.60	24.40	24.40	36.70	3.60	0.00
261.70	24.40	24.40	36.70	3.60	0.00
261.80	24.50	24.40	36.90	3.80	0.00
261.90	24.60	24.40	37.00	3.60	0.00
262.00	24.60	24.40	37.00	3.80	0.00
262.10	24.60	24.50	37.20	3.50	0.00
262.20	24.50	24.60	37.20	3.50	0.00
262.30	24.50	24.60	37.20	3.50	0.00
262.40	24.50	24.50	36.90	3.90	0.00
262.50	24.60	24.40	36.90	3.90	0.00
262.60	24.60	24.40	36.90	4.10	0.00
262.70	24.60	24.50	36.70	3.60	0.00
262.80	24.60	24.50	37.00	3.90	0.00
262.90	24.60	24.50	36.60	3.60	0.00
263.00	24.50	24.30	37.20	3.30	0.00
263.10	24.60	24.50	36.70	3.60	0.00
263.20	24.60	24.50	37.30	3.60	0.00
263.30	24.40	24.50	37.20	3.90	0.00
263.40	24.50	24.40	37.20	3.90	0.00
263.50	24.50	24.40	37.30	3.90	0.00
263.60	24.50	24.50	37.30	3.60	0.00
263.70	24.50	24.60	36.70	3.80	0.00
263.80	24.50	24.60	36.10	3.80	0.00
263.90	24.50	24.50	37.00	3.90	0.00
264.00	24.50	24.50	36.90	3.60	0.00
264.10	24.50	24.50	36.90	3.80	0.00
264.20	24.40	24.50	37.20	3.80	0.00
264.30	24.70	24.50	37.20	3.80	0.00
264.40	24.60	24.40	37.20	3.60	0.00
264.50	24.60	24.40	37.30	3.80	0.00
264.60	24.50	24.50	37.00	3.60	0.00
264.70	24.50	24.50	36.90	3.80	0.00
264.80	24.50	24.50	36.70	4.10	0.00
264.90	24.50	24.50	37.30	3.90	0.00
265.00	24.50	24.50	37.00	3.80	0.00
265.10	24.50	24.50	37.20	3.60	0.00
265.20	24.40	24.40	37.20	3.60	0.00
265.30	24.50	24.50	36.70	3.60	0.00
265.40	24.50	24.50	36.90	3.80	0.00
265.50	24.60	24.40	37.30	3.90	0.00
265.60	24.40	24.40	37.20	3.60	0.00
265.70	24.40	24.40	36.60	4.10	0.00
265.80	24.50	24.60	37.20	3.80	0.00
265.90	24.50	24.50	37.00	4.20	0.00
266.00	24.50	24.50	37.20	3.80	0.00
266.10	24.50	24.50	37.20	3.80	0.00
266.20	24.50	24.60	36.90	3.90	0.00
266.30	24.50	24.60	37.20	3.80	0.00
266.40	24.60	24.60	36.90	3.90	0.00
266.50	24.40	24.40	36.90	3.80	0.00
266.60	24.40	24.40	37.00	3.80	0.00
266.70	24.60	24.40	36.70	3.90	0.00
266.80	24.60	24.50	36.70	3.90	0.00
266.90	24.60	24.50	37.20	4.20	0.00
267.00	24.60	24.50	37.20	4.20	0.00
267.10	24.60	24.60	37.20	3.60	0.00
267.20	24.60	24.60	36.40	4.10	0.00
267.30	24.50	24.60	37.20	3.90	0.00
267.40	24.40	24.50	36.40	3.80	0.00
267.50	24.40	24.50	35.30	3.90	0.00
267.60	24.60	24.50	37.20	3.80	0.00
267.70	24.60	24.60	36.70	4.20	0.00
267.80	24.60	24.60	37.50	3.80	0.00
267.90	24.60	24.60	37.50	3.80	0.00
268.00	24.50	24.50	36.90	3.50	0.00
268.10	24.40	24.60	36.90	3.80	0.00
268.20	24.40	24.60	36.60	4.10	0.00
268.30	24.70	24.50	36.70	4.10	0.00
268.40	24.70	24.50	36.70	4.40	0.00
268.50	24.60	24.70	36.70	3.80	0.00
268.60	24.60	24.60	36.90	4.50	0.00
268.70	24.60	24.60	37.00	4.10	0.00
268.80	24.60	24.50	37.00	4.10	0.00
268.90	24.40	24.60	37.00	3.90	0.00
269.00	24.40	24.60	36.90	3.90	0.00
269.10	24.50	24.60	36.70	4.10	0.00
269.20	24.50	24.60	36.30	4.10	0.00
269.30	24.80	24.60	36.70	3.90	0.00
269.40	24.50	24.50	36.90	4.10	0.00
269.50	24.50	24.50	36.90	3.90	0.00
269.60	24.50	24.60	36.70	4.10	0.00
269.70	24.60	24.60	36.70	4.10	0.00
269.80	24.60	24.60	36.70	3.60	0.00
269.90	24.40	24.50	36.60	4.20	0.00
270.00	24.60	24.70	36.90	4.10	0.00
270.10	24.60	24.60	36.60	3.90	0.00
270.20	24.60	24.60	36.60	4.10	0.00
270.30	24.60	24.70	36.40	4.10	0.00
270.40	24.50	24.60	36.90	3.90	0.00
270.50	24.50	24.60	36.70	4.40	0.00
270.60	24.60	24.60	36.70	4.40	0.00
270.70	24.60	24.60	36.70	4.20	0.00
270.80	24.60	24.60	36.90	3.90	0.00
270.90	24.40	24.50	36.90	4.20	0.00
271.00	24.50	24.60	36.60	3.90	0.00
271.10	24.50	24.60	37.20	4.10	0.00
271.20	24.50	24.70	36.70	4.40	0.00
271.30	24.80	24.70	36.90	4.40	0.00
271.40	24.80	24.70	36.70	4.50	0.00
271.50	24.50	24.70	36.70	4.50	0.00
271.60	24.50	24.60	36.40	4.20	0.00
271.70	24.50	24.60	36.70	4.50	0.00
271.80	24.50	24.70	36.90	4.40	0.00
271.90	24.50	24.60	36.60	4.20	0.00
272.00	24.50	24.60	36.70	4.40	0.00
272.10	24.50	24.60	36.90	4.40	0.00
272.20	24.30	24.70	36.90	4.40	0.00
272.30	24.30	24.70	36.70	4.70	0.00
272.40	24.50	24.70	36.70	4.70	0.00
272.50	24.50	24.70	36.90	4.40	0.00
272.60	24.50	24.70	36.70	4.10	0.00
272.70	24.50	24.70	36.70	4.40	0.00
272.80	24.70	24.70	36.70	4.70	0.00
272.90	24.60	24.70	35.80	4.20	0.00
273.00	24.60	24.70	36.60	4.80	0.00
273.10	24.50	24.80	36.70	4.40	0.00
273.20	24.50	24.60	36.70	4.40	0.00
273.30	24.50	24.60	36.90	4.10	0.00
273.40	24.50	24.70	36.60	4.20	0.00
273.50	24.70	24.80	36.30	4.40	0.00
273.60	24.70	24.80	36.70	4.20	0.00
273.70	24.60	24.80	36.60	4.40	0.00
273.80	24.60	24.70	36.90	4.70	0.00
273.90	24.60	24.70	36.90	4.40	0.00
274.00	24.40	24.60	37.20	4.50	0.00
274.10	24.40	24.60	36.40	4.10	0.00
274.20	24.50	24.60	36.60	4.50	0.00
274.30	24.50	24.70	36.70	4.20	0.00
274.40	24.40	24.60	36.60	4.40	0.00
274.50	24.40	24.60	36.40	4.40	0.00
274.60	24.50	24.70	36.60	4.40	0.00
274.70	24.70	24.80	36.40	4.10	0.00
274.80	24.70	24.80	36.40	4.20	0.00
274.90	24.60	24.70	36.60	4.50	0.00
275.00	24.60	24.70	37.00	4.10	0.00
275.10	24.40	24.70	36.40	4.70	0.00
275.20	24.60	24.70	36.90	4.50	0.00
275.30	24.50	24.70	36.40	4.40	0.00
275.40	24.50	24.70	36.40	4.40	0.00
275.50	24.50	24.60	36.90	4.40	0.00
275.60	24.60	24.80	36.60	4.50	0.00
275.70	24.60	24.80	36.70	4.50	0.00
275.80	24.40	24.50	36.60	4.20	0.00
275.90	24.50	24.60	36.60	4.20	0.00
276.00	24.50	24.60	36.30	4.20	0.00
276.10	24.50	24.60	36.70	4.50	0.00
276.20	24.50	24.60	36.40	4.20	0.00
276.30	24.50	24.70	36.30	4.40	0.00
276.40	24.50	24.60	36.70	4.70	0.00
276.50	24.50	24.60	36.70	4.50	0.00
276.60	24.60	24.70	36.90	4.70	0.00
276.70	24.50	24.70	36.60	4.50	0.00
276.80	24.70	24.60	36.60	4.50	0.00
276.90	24.70	24.60	37.00	4.70	0.00
277.00	24.50	24.70	36.70	4.40	0.00
277.10	24.40	24.60	36.40	4.20	0.00
277.20	24.40	24.60	36.60	4.50	0.00
277.30	24.60	24.80	36.70	4.50	0.00
277.40	24.30	24.60	36.60	4.50	0.00
277.50	24.30	24.60	36.90	4.40	0.00
277.60	24.60	24.70	36.30	5.30	0.00
277.70	24.60	24.70	36.30	5.30	0.00
277.80	24.40	24.70	36.30	5.20	0.00
277.90	24.60	24.70	36.60	4.50	0.00
278.00	24.60	24.60	36.30	4.20	0.00
278.10	24.60	24.60	36.60	4.50	0.00
278.20	24.50	24.70	36.30	4.20	0.00
278.30	24.40	24.60	36.10	4.40	0.00
278.40	24.40	24.60	36.40	4.50	0.00
278.50	24.60	24.80	36.70	4.80	0.00
278.60	24.50	24.80	36.30	4.20	0.00
278.70	24.50	24.80	36.60	4.40	0.00
278.80	24.60	24.70	36.30	4.70	0.00
278.90	24.40	24.70	36.40	4.40	0.00
279.00	24.40	24.70	36.60	4.50	0.00
279.10	24.30	24.70	36.10	4.50	0.00
279.20	24.60	24.70	36.70	4.50	0.00
279.30	24.60	24.70	36.60	4.50	0.00
279.40	24.40	24.60	36.40	4.40	0.00
279.50	24.40	24.60	36.40	4.40	0.00
279.60	24.40	24.60	36.40	4.70	0.00
279.70	24.40	24.70	36.90	4.70	0.00
279.80	24.60	24.80	36.30	4.50	0.00
279.90	24.60	24.80	36.30	4.50	0.00
280.00	24.40	24.80	36.90	4.50	0.00
280.10	24.60	24.80	36.30	4.70	0.00
280.20	24.60	24.80	36.60	4.70	0.00
280.30	24.70	24.80	36.70	5.30	0.00
280.40	24.70	24.80	36.70	5.30	0.00
280.50	24.70	24.80	36.30	4.70	0.00
280.60	24.60	24.70	36.40	4.70	0.00
280.70	24.50	24.90	36.40	4.80	0.00
280.80	24.50	24.90	36.60	4.80	0.00
280.90	24.50	24.90	36.60	5.00	0.00
281.00	24.60	24.70	36.60	4.50	0.00
281.10	24.60	24.70	36.30	4.70	0.00
281.20	24.50	24.70	36.70	4.20	0.00
281.30	24.60	24.70	36.30	4.70	0.00
281.40	24.60	24.70	37.00	4.80	0.00
281.50	24.50	24.80	36.70	4.50	0.00
281.60	24.60	24.80	36.30	4.70	0.00
281.70	24.60	24.80	36.60	4.70	0.00
281.80	24.40	24.80	36.30	4.70	0.00
281.90	24.30	24.70	36.30	5.00	0.00
282.00	24.30	24.70	36.30	5.00	0.00
282.10	24.50	24.70	36.60	5.00	0.00
282.20	24.50	24.70	36.30	4.80	0.00
282.30	24.40	24.70	36.30	4.80	0.00
282.40	24.50	24.70	36.40	5.20	0.00
282.50	24.70	24.80	36.30	4.80	0.00
282.60	24.70	24.80	36.40	4.80	0.00
282.70	24.40	24.80	36.40	4.80	0.00
282.80	24.40	24.80	36.40	4.70	0.00
282.90	24.50	24.80	36.30	5.20	0.00
283.00	24.40	24.90	35.50	4.70	0.00
283.10	24.40	24.90	36.70	4.80	0.00
283.20	24.50	24.80	36.70	4.80	0.00
283.30	24.50	24.80	36.10	4.80	0.00
283.40	24.50	24.80	36.30	4.80	0.00
283.50	24.50	24.70	36.70	4.80	0.00
283.60	24.50	24.80	36.40	5.00	0.00
283.70	24.50	24.80	36.60	4.80	0.00
283.80	24.50	24.70	36.40	4.70	0.00
283.90	24.60	24.70	36.10	4.70	0.00
284.00	24.60	24.70	36.10	5.20	0.00
284.10	24.50	24.70	36.10	5.20	0.00
284.20	24.50	24.80	36.60	5.00	0.00
284.30	24.50	24.80	35.80	5.00	0.00
284.40	24.50	24.90	36.30	4.80	0.00
284.50	24.50	24.80	36.60	5.20	0.00
284.60	24.60	24.70	36.40	5.20	0.00
284.70	24.60	24.70	36.30	5.00	0.00
284.80	24.50	24.80	36.40	5.00	0.00
284.90	24.50	24.80	36.00	5.30	0.00
285.00	24.40	24.70	36.30	5.20	0.00
285.10	24.50	24.80	36.40	5.20	0.00
285.20	24.50	24.80	36.30	5.00	0.00
285.30	24.50	24.90	36.40	5.20	0.00
285.40	24.50	24.70	36.10	4.80	0.00
285.50	24.50	24.70	36.60	4.70	0.00
285.60	24.60	24.90	36.60	5.20	0.00
285.70	24.50	24.80	36.10	4.80	0.00
285.80	24.60	24.80	36.30	4.80	0.00
285.90	24.60	24.80	36.40	5.50	0.00
286.00	24.50	24.80	36.40	5.00	0.00
286.10	24.40	24.70	36.30	5.20	0.00
286.20	24.40	24.70	36.40	5.20	0.00
286.30	24.50	24.70	36.40	4.80	0.00
286.40	24.40	24.70	36.60	5.20	0.00
286.50	24.40	24.70	36.60	4.80	0.00
286.60	24.60	24.80	36.30	5.00	0.00
286.70	24.60	24.90	36.30	5.00	0.00
286.80	24.60	24.90	36.40	5.20	0.00
286.90	24.60	24.80	36.10	5.00	0.00
287.00	24.60	24.80	36.10	5.00	0.00
287.10	24.50	24.70	36.40	4.20	0.00
287.20	24.40	24.70	36.10	4.80	0.00
287.30	24.40	24.70	35.80	5.20	0.00
287.40	24.60	24.70	36.10	5.00	0.00
287.50	24.50	24.80	36.10	5.20	0.00
287.60	24.50	24.80	36.10	5.20	0.00
287.70	24.40	24.70	36.30	5.20	0.00
287.80	24.40	24.70	36.10	4.80	0.00
287.90	24.60	25.00	36.10	5.20	0.00
288.00	24.50	24.80	36.00	5.20	0.00
288.10	24.50	24.80	36.40	5.00	0.00
