Ambient Temperature(C): 23.8
Ambient Pressure(in Hg): 
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)
629.70	24.60	26.30	28.30	19.90	0.00
629.80	24.60	26.30	28.40	20.20	0.00
629.90	24.50	26.20	28.30	20.10	0.00
630.00	24.40	26.20	28.30	20.10	0.00
630.10	24.40	26.20	28.30	19.90	0.00
630.20	24.50	26.30	27.90	20.10	0.00
630.30	24.50	26.30	28.10	19.90	0.00
630.40	24.50	26.30	28.40	20.10	0.00
630.50	24.50	26.30	28.30	19.90	0.00
630.60	24.50	26.30	28.10	19.90	0.00
630.70	24.50	26.20	28.10	19.90	0.00
630.80	24.60	26.20	28.30	19.90	0.00
630.90	24.60	26.20	28.30	19.90	0.00
631.00	24.50	26.10	28.30	19.80	0.00
631.10	24.40	26.40	27.80	20.10	0.00
631.20	24.40	26.40	28.10	20.10	0.00
631.30	24.50	26.30	28.30	19.90	0.00
631.40	24.50	26.30	28.10	19.90	0.00
631.50	24.50	26.30	28.10	20.10	0.00
631.60	24.80	26.40	28.10	20.20	0.00
631.70	24.80	26.40	28.10	19.90	0.00
631.80	24.50	26.30	28.10	19.90	0.00
631.90	24.50	26.30	27.90	19.90	0.00
632.00	24.70	26.30	27.90	19.90	0.00
632.10	24.60	26.30	28.60	19.90	0.00
632.20	24.60	26.30	28.10	20.10	0.00
632.30	24.60	26.20	28.60	19.80	0.00
632.40	24.50	26.30	27.90	20.20	0.00
632.50	24.50	26.30	28.40	20.10	0.00
632.60	24.60	26.40	28.10	20.40	0.00
632.70	24.50	26.30	28.10	20.10	0.00
632.80	24.50	26.30	28.30	20.10	0.00
632.90	24.50	26.30	28.10	20.20	0.00
633.00	24.60	26.30	28.30	20.10	0.00
633.10	24.60	26.30	28.40	19.90	0.00
633.20	24.70	26.20	28.40	19.90	0.00
633.30	24.60	26.30	28.10	20.10	0.00
633.40	24.60	26.30	28.70	20.10	0.00
633.50	24.70	26.40	28.70	20.10	0.00
633.60	24.50	26.20	28.40	20.40	0.00
633.70	24.60	26.20	28.30	19.80	0.00
633.80	24.60	26.20	27.80	20.10	0.00
633.90	24.60	26.30	28.30	19.80	0.00
634.00	24.50	26.20	28.30	20.20	0.00
634.10	24.50	26.20	27.90	20.10	0.00
634.20	24.60	26.40	28.10	20.20	0.00
634.30	24.60	26.40	27.60	20.10	0.00
634.40	24.50	26.20	27.60	20.10	0.00
634.50	24.50	26.30	28.30	19.90	0.00
634.60	24.50	26.30	28.10	19.90	0.00
634.70	24.60	26.20	28.30	20.10	0.00
634.80	24.60	26.20	27.60	20.10	0.00
634.90	24.60	26.30	28.10	20.20	0.00
635.00	24.70	26.30	27.90	20.20	0.00
635.10	24.70	26.30	28.10	20.10	0.00
635.20	24.60	26.30	28.40	20.20	0.00
635.30	24.60	26.50	28.40	20.20	0.00
635.40	24.60	26.50	28.30	20.20	0.00
635.50	24.60	26.30	27.90	20.50	0.00
635.60	24.70	26.30	28.30	19.90	0.00
635.70	24.70	26.30	28.30	20.10	0.00
635.80	24.40	26.20	28.10	20.20	0.00
635.90	24.60	26.30	28.10	19.80	0.00
636.00	24.60	26.30	28.10	19.90	0.00
636.10	24.40	26.20	27.90	19.90	0.00
636.20	24.50	26.20	27.90	19.90	0.00
636.30	24.50	26.20	28.10	19.90	0.00
636.40	24.60	26.30	27.60	19.80	0.00
636.50	24.70	26.20	27.80	20.20	0.00
636.60	24.80	26.40	27.90	20.20	0.00
636.70	24.80	26.40	28.30	20.40	0.00
636.80	24.50	26.20	27.90	20.20	0.00
636.90	24.50	26.20	28.10	19.90	0.00
637.00	24.50	26.10	27.90	20.40	0.00
637.10	24.70	26.40	27.90	20.40	0.00
637.20	24.70	26.40	28.30	20.10	0.00
637.30	24.60	26.40	27.90	20.20	0.00
637.40	24.60	26.40	28.30	20.20	0.00
637.50	24.80	26.30	28.30	20.20	0.00
637.60	24.60	26.30	28.10	19.90	0.00
637.70	24.60	26.30	27.90	20.10	0.00
637.80	24.60	26.20	28.30	20.10	0.00
637.90	24.60	26.40	27.90	19.90	0.00
638.00	24.60	26.40	27.90	19.90	0.00
638.10	24.70	26.30	27.90	20.20	0.00
638.20	24.60	26.30	28.40	20.20	0.00
638.30	24.70	26.30	27.90	20.20	0.00
638.40	24.70	26.30	28.60	20.20	0.00
638.50	24.50	26.30	27.90	20.40	0.00
638.60	24.50	26.30	28.10	20.20	0.00
638.70	24.70	26.30	28.10	20.50	0.00
638.80	24.50	26.30	27.60	20.20	0.00
638.90	24.50	26.30	27.60	20.20	0.00
639.00	24.80	26.30	28.30	19.90	0.00
639.10	24.40	26.20	28.30	20.40	0.00
639.20	24.50	26.10	28.30	20.40	0.00
639.30	24.50	26.10	27.90	19.80	0.00
639.40	24.60	26.30	28.10	20.20	0.00
639.50	24.60	26.30	27.80	19.80	0.00
639.60	24.70	26.20	28.10	20.20	0.00
639.70	24.60	26.30	27.80	19.90	0.00
639.80	24.60	26.30	27.80	19.90	0.00
639.90	24.60	26.30	27.80	20.20	0.00
640.00	24.50	26.40	28.10	20.50	0.00
640.10	24.50	26.30	28.10	20.40	0.00
640.20	24.50	26.30	28.40	20.10	0.00
640.30	24.60	26.30	27.90	20.20	0.00
640.40	24.60	26.30	27.90	20.10	0.00
640.50	24.60	26.30	28.60	20.40	0.00
640.60	24.50	26.30	28.10	20.40	0.00
640.70	24.60	26.20	28.10	20.40	0.00
640.80	24.60	26.20	27.90	20.10	0.00
640.90	24.40	26.20	27.90	20.20	0.00
641.00	24.60	26.20	28.10	20.40	0.00
641.10	24.60	26.20	28.10	20.10	0.00
641.20	24.50	26.00	28.40	20.40	0.00
641.30	24.50	26.20	27.90	20.20	0.00
641.40	24.50	26.20	27.60	20.10	0.00
641.50	24.60	26.30	27.60	20.10	0.00
641.60	24.80	26.30	28.30	20.70	0.00
641.70	24.70	26.40	28.60	20.10	0.00
641.80	24.70	26.40	27.50	20.70	0.00
641.90	24.70	26.30	28.30	20.20	0.00
642.00	24.80	26.30	28.10	20.20	0.00
642.10	24.80	26.30	28.40	20.20	0.00
642.20	24.50	26.20	28.40	20.20	0.00
642.30	24.60	26.20	27.80	20.40	0.00
642.40	24.60	26.20	28.60	20.10	0.00
642.50	24.50	26.20	28.60	20.10	0.00
642.60	24.80	26.30	28.30	20.40	0.00
642.70	24.80	26.30	28.10	19.90	0.00
642.80	24.60	26.30	27.60	20.40	0.00
642.90	24.60	26.30	26.70	20.20	0.00
643.00	24.80	26.20	27.90	20.20	0.00
643.10	24.50	26.30	27.80	20.20	0.00
643.20	24.50	26.30	28.10	20.40	0.00
643.30	24.50	26.40	28.10	20.50	0.00
643.40	24.50	26.20	28.30	20.40	0.00
643.50	24.50	26.20	28.40	20.50	0.00
643.60	24.60	26.20	28.10	20.10	0.00
643.70	24.60	26.30	27.90	20.50	0.00
643.80	24.60	26.30	27.60	20.50	0.00
643.90	24.60	26.30	28.30	20.20	0.00
644.00	24.50	26.20	28.10	20.40	0.00
644.10	24.60	26.20	27.80	20.20	0.00
644.20	24.60	26.20	27.80	20.20	0.00
644.30	24.40	26.20	27.80	20.50	0.00
644.40	24.40	26.20	28.30	20.40	0.00
644.50	24.60	26.20	27.60	20.40	0.00
644.60	24.80	26.30	28.10	20.40	0.00
644.70	24.80	26.30	28.10	20.70	0.00
644.80	24.70	26.30	28.40	20.40	0.00
644.90	24.70	26.30	27.90	20.40	0.00
645.00	24.50	26.20	28.10	20.50	0.00
645.10	24.80	26.30	28.10	20.50	0.00
645.20	24.60	26.40	27.90	20.20	0.00
645.30	24.60	26.40	28.10	20.80	0.00
645.40	24.60	26.20	27.80	20.40	0.00
645.50	24.60	26.20	27.60	20.70	0.00
645.60	24.60	26.20	27.90	20.50	0.00
645.70	24.70	26.20	27.80	20.50	0.00
645.80	24.60	26.20	27.80	20.20	0.00
645.90	24.60	26.20	28.10	20.20	0.00
646.00	24.70	26.40	28.10	20.20	0.00
646.10	24.70	26.40	27.80	20.40	0.00
646.20	24.60	26.30	27.90	20.40	0.00
646.30	24.50	26.20	28.30	20.10	0.00
646.40	24.50	26.20	27.90	20.70	0.00
646.50	24.50	26.20	28.30	20.10	0.00
646.60	24.70	26.20	28.10	20.10	0.00
646.70	24.70	26.20	27.60	20.50	0.00
646.80	24.60	26.30	27.90	20.70	0.00
646.90	24.70	26.20	27.90	20.70	0.00
647.00	24.70	26.20	27.60	20.40	0.00
647.10	24.60	26.30	27.90	20.50	0.00
647.20	24.60	26.20	27.90	20.10	0.00
647.30	24.60	26.20	28.30	20.50	0.00
647.40	24.60	26.20	27.80	20.20	0.00
647.50	24.60	26.40	27.90	20.40	0.00
647.60	24.60	26.20	27.80	20.50	0.00
647.70	24.60	26.20	28.10	20.50	0.00
647.80	24.70	26.30	28.10	20.50	0.00
647.90	24.70	26.30	27.80	20.40	0.00
648.00	24.40	26.20	27.80	20.40	0.00
648.10	24.40	26.10	28.30	20.20	0.00
648.20	24.60	26.30	27.60	20.20	0.00
648.30	24.60	26.30	27.90	20.20	0.00
648.40	24.60	26.30	27.60	20.20	0.00
648.50	24.60	26.30	27.90	20.70	0.00
648.60	24.60	26.30	27.90	19.60	0.00
648.70	24.80	26.30	27.90	19.60	0.00
648.80	24.80	26.30	27.90	20.50	0.00
648.90	24.50	26.30	27.80	20.50	0.00
649.00	24.60	26.30	27.90	20.50	0.00
649.10	24.50	26.30	27.80	20.70	0.00
649.20	24.50	26.30	27.90	20.70	0.00
649.30	24.50	26.20	27.80	20.40	0.00
649.40	24.60	26.30	27.90	20.80	0.00
649.50	24.60	26.30	28.10	20.50	0.00
649.60	24.60	26.10	28.10	20.50	0.00
649.70	24.60	26.10	27.80	20.20	0.00
649.80	24.70	26.30	27.90	20.40	0.00
649.90	24.70	26.30	27.80	20.40	0.00
650.00	24.70	26.30	27.90	20.40	0.00
650.10	24.70	26.30	28.10	19.60	0.00
650.20	24.70	26.40	27.80	20.70	0.00
650.30	24.70	26.40	28.30	20.40	0.00
650.40	24.70	26.30	27.60	20.20	0.00
650.50	24.60	26.20	27.60	20.20	0.00
650.60	24.60	26.20	28.40	20.20	0.00
650.70	24.50	26.20	27.60	20.40	0.00
650.80	24.50	26.20	27.80	20.50	0.00
650.90	24.50	26.20	27.90	20.40	0.00
651.00	24.70	26.30	27.80	20.40	0.00
651.10	24.70	26.30	27.90	20.70	0.00
651.20	24.50	26.20	27.90	20.70	0.00
651.30	24.60	26.30	27.90	20.20	0.00
651.40	24.50	26.30	27.90	20.20	0.00
651.50	24.50	26.30	28.10	20.40	0.00
651.60	24.60	26.20	27.60	20.50	0.00
651.70	24.80	26.30	27.80	20.70	0.00
651.80	24.80	26.30	27.60	20.70	0.00
651.90	24.60	26.10	27.90	20.40	0.00
652.00	24.60	26.30	28.30	20.50	0.00
652.10	24.60	26.30	27.90	20.70	0.00
652.20	24.60	26.30	27.80	20.40	0.00
652.30	24.70	26.30	27.80	20.40	0.00
652.40	24.70	26.30	28.10	20.40	0.00
652.50	24.40	26.30	27.90	20.40	0.00
652.60	24.40	26.30	27.90	20.50	0.00
652.70	24.70	26.30	27.60	20.80	0.00
652.80	24.60	26.10	27.90	20.20	0.00
652.90	24.60	26.10	27.60	20.50	0.00
653.00	24.70	26.30	27.80	20.50	0.00
653.10	24.60	26.40	28.10	20.70	0.00
653.20	24.60	26.40	28.10	20.70	0.00
653.30	24.50	26.00	27.90	20.10	0.00
653.40	24.50	26.30	27.90	20.50	0.00
653.50	24.60	26.30	27.90	20.80	0.00
653.60	24.60	26.30	27.80	20.40	0.00
653.70	24.50	26.20	27.60	20.50	0.00
653.80	24.50	26.20	27.90	19.30	0.00
653.90	24.50	26.20	27.60	20.50	0.00
654.00	24.60	26.30	27.50	20.70	0.00
654.10	24.60	26.30	27.50	20.70	0.00
654.20	24.60	26.20	27.80	20.50	0.00
654.30	24.60	26.40	28.60	20.50	0.00
654.40	24.70	26.20	27.60	20.40	0.00
654.50	24.70	26.20	27.80	20.80	0.00
654.60	24.60	26.10	27.90	20.40	0.00
654.70	24.70	26.20	27.90	20.80	0.00
654.80	24.70	26.20	27.90	20.50	0.00
654.90	24.60	26.20	27.90	20.70	0.00
655.00	24.70	26.20	27.90	20.70	0.00
655.10	24.70	26.20	27.90	20.50	0.00
655.20	24.60	26.40	28.30	20.70	0.00
655.30	24.70	26.30	28.10	20.20	0.00
655.40	24.70	26.30	27.60	20.40	0.00
655.50	24.60	26.30	27.60	20.50	0.00
655.60	24.80	26.30	27.80	20.50	0.00
655.70	24.80	26.30	28.30	20.50	0.00
655.80	24.40	26.20	27.80	20.70	0.00
655.90	24.40	26.20	27.80	20.70	0.00
656.00	24.60	26.30	27.90	20.50	0.00
656.10	24.50	26.20	27.60	20.50	0.00
656.20	24.60	26.30	27.90	20.40	0.00
656.30	24.60	26.30	27.90	20.40	0.00
656.40	24.50	26.20	27.60	20.70	0.00
656.50	24.70	26.20	27.80	20.70	0.00
656.60	24.70	26.20	27.80	20.70	0.00
656.70	24.60	26.30	27.60	20.70	0.00
656.80	24.60	26.30	27.60	20.70	0.00
656.90	24.60	26.30	27.50	20.50	0.00
657.00	24.50	26.20	27.90	20.50	0.00
657.10	24.60	26.30	27.60	20.40	0.00
657.20	24.60	26.30	27.90	20.70	0.00
657.30	24.80	26.30	27.60	20.70	0.00
657.40	24.50	26.30	28.10	20.50	0.00
657.50	24.50	26.30	27.80	20.40	0.00
657.60	24.60	26.30	27.80	21.00	0.00
657.70	24.70	26.30	27.50	20.20	0.00
657.80	24.70	26.30	27.60	20.70	0.00
657.90	24.50	26.30	28.10	20.50	0.00
658.00	24.70	26.40	27.80	20.40	0.00
658.10	24.70	26.40	28.40	20.80	0.00
658.20	24.70	26.30	27.90	20.40	0.00
658.30	24.70	26.30	27.60	20.50	0.00
658.40	24.70	26.30	27.90	20.80	0.00
658.50	24.70	26.20	27.90	20.80	0.00
658.60	24.60	26.00	28.10	20.40	0.00
658.70	24.60	26.00	27.90	20.50	0.00
658.80	24.70	26.30	27.80	21.20	0.00
658.90	24.80	26.10	27.80	20.70	0.00
659.00	24.80	26.10	27.80	20.80	0.00
659.10	24.90	26.30	27.60	20.70	0.00
659.20	24.90	26.30	27.90	20.70	0.00
659.30	24.60	26.20	27.90	20.80	0.00
659.40	24.70	26.30	27.90	20.80	0.00
659.50	24.70	26.30	27.90	20.40	0.00
659.60	24.60	26.30	27.80	20.40	0.00
659.70	24.50	26.30	28.10	20.80	0.00
659.80	24.50	26.30	27.80	20.70	0.00
